pid,doi,wos_award_ids,crossref_award_ids,kuali_verified_award_ids
articles:22375,10.1175/MWR-D-18-0334.1,"2018R1A2B6008078,2018-22-0021,AGS-0856145,IDIQ T0006","No. 2018R1A2B6008078,2018-22-0021,AGS-0856145,NOAA NCAR IDIQ T0006","AGS0856145,T0006"
articles:22377,10.1038/s41550-018-0638-2,"NNX14AO83G,NNX16AB77G,IB16127,GR15137,AYA2014-57556-P,CGL2017-87917-P",,
articles:22361,10.1038/s41467-019-08745-6,"SAW-2013-PIK-5,FP7-603864-2,282746,01LS1201A1,16H06291",,
articles:22320,10.1016/j.jcp.2018.12.013,FIS2016-77892-R,FIS2016-77892-R,
articles:22293,10.1175/JCLI-D-18-0307.1,"OCE-1243015,NA13OAR4310138","OCE-1243015,NA13OAR4310138","NA13OAR4310138,OCE1243015"
articles:22344,10.1002/wcc.565,NNX17AG17G,NNX17AG17G,
articles:22421,10.1175/JHM-D-18-0113.1,,,
articles:22422,10.1175/JHM-D-18-0114.1,,,
articles:22456,10.1109/ACCESS.2019.2902558,,,
articles:22475,10.1029/2018EA000432,"ST/N000692/1,ANR-11-IDEX-0007,ANR-17-CE30-0003",,
articles:22484,10.1029/2018MS001446,"AGS-1503860,AGS-1503885,AGS-1503885","AGS-1503860,AGS-1503885",
articles:22389,10.1175/JAS-D-18-0260.1,"N00014-12-1-0912,NNX13AO39G,49A03A","ONR MURI N00014-12-1-0912,NNX13AO39G",49A03A
articles:22390,10.1175/MWR-D-18-0282.1,"DE-AC05-76RLO1830,DE-AC52-07NA27344",28474/67023,
articles:22420,10.1175/JHM-D-18-0112.1,,,
articles:22483,10.1029/2018MS001490,"990,KN 582/8-1,SC5-01-2014,641816,HAW01136-H,DBI-1052875","DBI‐1052875,HAW01136‐H,641816,KN 582/8‐1",
articles:22562,10.1029/2018JA026388,"FA2386-18-1-0107,80NSSC17K0719,FA9550-17-1-0248","FA9550‐17‐1‐0248,80NSSC17K0719,FA2386‐18‐1‐0107",80NSSC17K0719
articles:22546,10.1175/BAMS-D-17-0057.1,"XDA20000000,AGS-1419526",,
articles:22547,10.1175/BAMS-D-16-0277.1,"Z16-23464,AGS-1555540",,
articles:22545,10.1175/BAMS-D-17-0293.1,,,
articles:22544,10.1175/BAMS-D-18-0254.1,"1807199,DE-SC0018985",,
articles:22625,10.1175/JCLI-D-18-0036.1,NA13OAR4310168,NA13OAR4310168,
articles:22563,10.1029/2018JA026309,"CAS AGS-1033112,NNX15AB83G,2017/25/B/ST10/00479,2017/27/B/ST10/02190","CAS‐AGS‐1033112,2017/27/B/ST10/02190",CASAGS1033112
articles:22424,10.1029/2018GL081393,"NE/N018486/1,PLP-2015-215","PLP‐2015‐215,NE/N018486/1",
articles:22425,10.1029/2018JD028825,NA14OAR4310148,NA14OAR4310148,
articles:22362,10.1038/s41467-019-08884-w,"1313897,AGS-1243095",,AGS1243095
articles:22442,10.3389/fmars.2019.00065,"1350795,1655221,N00014-17-1-2963,N00014-17-1-2393,707262",,
articles:22376,10.1002/ecy.2589,"DEB-0919080,DEB-1556643,NIFA 2015-67003-23485,NNX17AK19G",,
articles:22295,10.1038/s41561-018-0293-3,DGE 1644869,,
articles:22346,10.3847/1538-4357/ab0023,,,
articles:22393,10.1007/s00382-018-4234-z,1262099,1262099,
articles:22363,10.1029/2018JD029668,2018YFA0606000,2018YFA0606000,
articles:22365,10.1029/2018JD028906,DE-AC05-76RL01830,,DEAC0576RL01830
articles:22364,10.1029/2017JD028153,"AGS-1360745,AGS-1360745,AGS1360834","AGS‐1360745,AGS‐1360834,NSF AGS‐1360745",
articles:22447,10.1029/2018GL081253,"BES-2014-067905,CGL2017-89583-R,776661,NA14OAR4320106,EAR-1520683",EAR‐1520683,
articles:22443,10.1029/2018GL081501,"163206,20F121_138017","163206,20F121_138017",
articles:22445,10.1029/2018GL080940,GC16207,GC16-207,
articles:22444,10.1029/2018GL080639,"AGS-1303649,NNX15AJ03G",NNX15AJ03G,
articles:22446,10.1029/2018GL080847,DE-SC0016476,DE-SC0016476,DESC0016476
articles:22281,10.1016/j.atmosenv.2018.11.004,"NNX13AN76H,NNX14AG68G","NNX13AN76H,NNX14AG68G",
articles:22378,10.1016/j.scib.2018.12.027,"2016YFC1401401,2016YFC1401601,Y83A01c801,41576026,41576025,DE-FC02-97ER62402","2016YFC1401401,2016YFC1401601,Y83A01c801,41576026,41576025,DE-FC02-97ER62402",
articles:22329,10.1038/s41598-018-37939-z,"NHAO0013,IUSSTF-JC-011-2016",,
articles:22426,10.1029/2018SW002033,113Y213,113Y213,
articles:22330,10.5194/esd-10-91-2019,"CE170100023,CE110001028,641816",,
articles:22395,10.1007/s00382-018-4237-9,"SC0006743,1419585,AGS-1355339,NNX13AM59G,DE-SC0014433,NA15OAR4310094","SC0006743,DE-SC0014433,1419585,AGS-1355339,NNX13AM59G,NA15OAR4310094","1419585,SC0006743"
articles:22449,10.1029/2018JA026367,"NNH15ZDA001N-HSR,NNX16AB82G","NNX16AB82G,NNH15ZDA001N‐HSR",NNX16AB82G
articles:22297,10.1007/s11027-018-9808-x,,,
articles:22316,10.5194/amt-12-873-2019,,,
articles:22323,10.1038/s41467-019-08471-z,"AGS-1262099,02085(7)",,
articles:22634,10.1002/joc.6031,"41575088,41722504",,
articles:22187,10.1016/j.atmosres.2018.09.016,PDF/2015/000691,,
articles:22282,10.1016/j.ocemod.2018.12.003,"N00014-10-1-0932,N00014-15-1-2747",,
articles:22268,10.1016/j.atmosenv.2018.10.018,N00014-14-1-0208,N00014-14-1-0208,
articles:22298,10.1051/0004-6361/201834373,"G1502,NAS5-26555,NNX09AF08G","G1502,NAS5-26555,NNX09AF08G",
articles:22296,10.1016/j.rse.2018.11.023,"91425303,41671335,91647104,69-3A75-17-54,2017HI44013,2017-FX-04","91425303,41671335,91647104,69-3A75-17-54,2017HI440B,2017-FX-04",
articles:22396,10.1175/BAMS-D-17-0297.1,NA15OAR4590191,,NA15OAR4590191
articles:22394,10.1175/BAMS-D-18-0265.1,1822272,,1822272
articles:22325,10.1175/JAS-D-18-0278.1,,,
articles:22347,10.1017/S0954102018000433,"2015/17659-0,001,CNPq-301726/2013-2,CNPq-405869/2013-4,573720/2008-8",,
articles:22486,10.1007/s00704-018-2452-2,,,
articles:22398,10.1029/2018MS001500,"457914/2013-0/MCTI/CNPq/FNDCT/LBA/ESECAFLOR,NE/J011002","457914/2013-0/MCTI/CNPq/FNDCT/LBA/ESECAFLOR,NE/J011002",
articles:22399,10.1029/2018MS001521,"2016YFC1401401,2016YFC1401601,41576025,41576026,41776030,1419292,MOST106-2111-M-002-001,107-2611-M-002-013-MY4","1419292,41576025,41576026,41776030,2016YFC1401401,2016YFC1401601",
articles:22397,10.1175/BAMS-D-18-0200.1,,,
articles:22400,10.1007/s00382-018-4258-4,"1338814,1048926",,
articles:22448,10.1029/2018WR023903,"NSF-EAR-1528298,NSF-EAR-0753521","NSF‐EAR‐0753521,NSF‐EAR‐1528298",
articles:22380,10.1029/2018GB005987,"1737188,1737282,1737158,18H04129,18H04911","18H04129,18H04911,1737188,1737282,1737158",1737158
articles:22451,10.1029/2018JA025789,"NNX15AF54G,NNN16AA09T,NNN06AA01C",,
articles:22452,10.1029/2018JA025476,"NNX13AF93G,NNX15AK75G,NNX17AG69G,NNX13AF77G,AGS1339918","AGS1339918,NNX13AF77G,NNX17AG69G,NNX15AK75G,NNX13AF93G,AGS1339918","AGS1339918,NNX13AF77G,NNX13AF93G,NNX15AK75G,NNX17AG69G"
articles:22331,10.1175/JAMC-D-18-0060.1,DE-SC0016579,DE-SC0016579,
articles:22269,10.1175/JCLI-D-18-0216.1,"KAW 2011.2007,N000141210235,2013-5334,2012-5098,SU FV-5.1.2-2419-13,DE-SC0011918,NE/K011820/1","KAW 2011.2007,N000141210235,2013-5334,2012-5098,SU FV-5.1.2-2419-13,DE-SC0011918,Grant NE/K011820/1",
articles:22379,10.1175/MWR-D-18-0242.1,,AGS-1139746,
articles:22324,10.1175/JAMC-D-18-0118.1,,,
articles:22360,10.1038/s41558-018-0387-3,"DE-FC02-97ER62402,DE-AC02-05CH11231,MOST 2017YFA0603801,NSFC41630527,NSF1656907,NSF1810682",,
articles:22333,10.1029/2018GL081110,,,
articles:22334,10.1029/2018GL080412,"ESP2015-70014-C2-2-R,NNH14ZDA001N-ESUSPI","NNH14ZDA001N-ESUSPI,NPP,ESP2015-70014-C2-2-R",
articles:22335,10.1029/2018GL080960,"AGS-1403676,NNX14AP58G","NNX14AP58G,AGS-1403676",
articles:22337,10.1029/2018GL080642,"DE-SC0016605,DE-SC0016994,DE-FC02-97ER62402,DE-AC02-06CH11357","DE-SC0016605,DE-SC0016994,DE-FC02-97ER62402",
articles:22352,10.1029/2018JD029596,"DE-AC06-76RLO1830,DE-AC02-05CH1123,2013CB430105,41575130,41775132,DE-SC0008678,DE-SC0008648,DE-SC0016476,DE-SC0017015,DE-AC02-98CH10886,2027/17,DE-SC008811","DE‐AC06‐76RLO1830,DE‐SC008811,2027/17,DE‐SC0016476,DE‐SC0008648,DE‐SC0008678,41775132,41575130,2013CB430105,DE‐AC02‐05CH1123","DESC0008648,DESC0016476"
articles:22350,10.1029/2018JD028670,ACMAP NNX17AF63G,,
articles:22349,10.1029/2018JD029004,SFB/TRR 165,"DFG, SFB / TRR 165",
articles:22353,10.1029/2018JD028955,"216028,NA14OAR4310148","NA14OAR4310148,NA14OAR4310148,216028",
articles:22382,10.3390/rs11030251,"4000109537/13/I-AM,PR140015,AGS-1033112",,AGS1033112
articles:22341,10.1029/2018MS001359,NA14OAR4830101,NA14OAR4830101,
articles:22427,10.5194/angeo-37-37-2019,"S50029G,NNG17PX04I,N0001417WX00579,NNH17AE69I,X13AF77G,NNX16AG64G,NNH13AV95I",NNH17AE69I,X13AF77G
articles:22332,10.1029/2018GL081446,"XDA17010201,41674155,41774152,41621063,2017258","41674155,41774152,41621063,41621063,41774152,41674155,2017258,2017258,XDA17010201",
articles:22283,10.5194/acp-19-921-2019,"VH-NG-1014,CE110001028,FoRCES 4012,CGL2015-71575-P,16-01562J,18-01625S,12-NIW-006",,
articles:22284,10.5194/esd-10-45-2019,"DE-AC02-05CH11231,NA09OAR4310163,OCE-1243015,OCE-1752724,OCE-1558225","OCE-1752724,OCE-1558225,OCE-1243015,NA09OAR4310163,DE-AC02-05CH11231",OCE1243015
articles:22403,10.1007/s00382-018-4148-9,"AGS-1535426,AGS-1353740,DE-SC0012602,NA15OAR4310086","AGS-1535426,AGS-1353740,DE-SC0012602,NA15OAR4310086",
articles:22285,10.5194/acp-19-887-2019,"2017YFC1404101,ZR2017MD026,41705124,41822505,91544110,DE-AC05-76RL01830","41705124,41822505,91544110",DEAC0576RL01830
articles:22299,10.1038/s41586-018-0848-x,FP7-IDEAS-ERC-617518,,
articles:22336,10.1029/2018GL080544,"41805094,91837311,2018YFC1505703,AGS1640903,J-3613","J-3613,AGS1640903,41805094,91837311,2018YFC1505703",
articles:22289,10.1007/s11214-018-0576-4,"NNG17PZ01C,NNG04EB99C,NAS5-02099,NNX16AP95G,NNN06AA01C,NNX08AM58G,NNX17AL22G,50 OC 0302,JP15H05816,15H05815,15H05747,16H06286,16H04056,MOST 105-3111-Y-001-042,MOST 106-2111-M-001-011,MOST 107-2111-M006-003,AGS-1737823,AGS-1004736,AGS-1004814","NNG17PZ01C,NNG04EB99C,NAS5-02099,NNX16AP95G,NNN06AA01C,NNX08AM58G,NNX17AL22G,JP15H05816,KAKENHI 15H05815,KAKENHI 15H05747,KAKENHI 16H06286,MOST 105-3111-Y-001-042,MOST 106-2111-M-001-011,107-2111-M006-003,107-2111-M006-003,AGS-1737823,AGS-1004736,AGS-1004814,50 OC 0302",
articles:22287,10.5194/gmd-12-387-2019,"1852977,ANT-0424589,DE-AC05-00OR22725","N/A,Cooperative Agreement #0856145,ANT-0424589","0856145,1852977"
articles:22286,10.5194/acp-19-813-2019,"EPA STAR 83587701-0,NSF AGS-1740610,NSF AGS-1822664,NASA NNX15AT96G,DOE(BER/ASR) DE-SC0016559","STAR 83587701-0,AGS-1740610,AGS-1822664,NNX15AT96G,DE-SC0016559",
articles:22300,10.3847/1538-4357/aaef30,"NNX12AL73H,NNG04EA00C,AGS-1249270,AGS-1156120,80NSSC18K0025,80NSSC18K0024,NSF AGS 1321474",,
articles:22381,10.3390/rs11030214,ST-1330-17-CQ-0050,,
articles:22288,10.3847/1538-4357/aaf575,,,
articles:22348,10.1029/2018JD029130,80NSSC17P1441,,80NSSC17P1441
articles:22430,10.1093/mnras/stz199,,,
articles:22351,10.1029/2018JD029293,DE-AC05-76RL01830,,DEAC0576RL01830
articles:22261,10.5194/bg-16-117-2019,"NNX15AG87G,2-1701,2-1401",NNX15AG87G,NNX15AG87G
articles:22302,10.1029/2018JD028912,"NNN13D455T,15K05296,26220101,26287117,18H01285,2-1803,NNX16AD96G","18H01285,26287117,26220101,15K05296,NNN13D455T,NNX16AD96G",NNX16AD96G
articles:22338,10.1029/2018JA025981,"41704153,41874181,41831071","41831071,41874181,41704153",
articles:22271,10.3847/1538-4357/aaf289,"1616538,ACI-1532235,ACI-1532236",,
articles:22270,10.1126/science.aav7619,2017YFA0603202,,
articles:22291,10.3354/cr01541,"2516,DE-SC0016438,NA11AOR4310111",,
articles:22301,10.1029/2018GL081314,"NA15OAR4310177,NA17OAR4310261",,
articles:22294,10.1038/s41558-018-0355-y,"641816,DE-FC02-97ER62402,DE-AC05-00OR22725",,
articles:22342,10.3390/s19010155,"NSPO-S-106118,NSPO-S-107148,MOST 107-2111-M-003-002","NSPO-S-106118,MOST 107-2111-M-003-002",
articles:22263,10.5194/gmd-12-33-2019,"606719,606953","606953,606719",
articles:22231,10.1038/s41558-018-0350-3,,,
articles:22257,10.1038/s41467-018-07689-7,"DE-FC02-97ER62402,CE170100023",,
articles:22256,10.1038/s41467-018-07865-9,"DE-FC02-97ER62402,CE170100023",,
articles:22401,10.1080/14685248.2019.1572161,1564565,1564565,
articles:22012,10.1016/j.scitotenv.2018.07.322,83542201,,
articles:22185,10.1016/j.parco.2018.12.002,,,
books:679,10.1016/C2017-0-01365-4,,,
articles:22064,10.1016/j.atmosres.2018.08.017,AGS-1048829,"FP7,AGS-1048829",AGS1048829
articles:22147,10.1016/j.jcp.2018.08.020,NSFAGS-1404599,NSFAGS-1404599,
articles:22258,10.1175/JCLI-D-18-0334.1,"JP25400463,JP16KK0095,JP16K05560,JP16H04048,NNX15AD11G","JP25400463,JP16KK0095,NNX15AD11G",
articles:22272,10.1016/j.jhydrol.2018.11.046,,,
articles:22307,10.1109/JSTARS.2018.2832981,,,
articles:22309,10.1109/JSTARS.2018.2825948,NNL13AQ00C,NNL13AQ00C,NNL13AQ00C
articles:22303,10.1016/j.asr.2018.09.013,"13-SRITM13 2-0011 393,HSR-MAG14 2-0062","13-SRITM13 2-0011 393,HSR-MAG14 2-0062",
articles:22305,10.1109/JSTARS.2018.2885391,,,
articles:22242,10.4209/aaqr.2017.12.0568,,,
articles:22241,10.1016/j.ocemod.2018.11.003,,,
articles:22354,10.1016/j.jastp.2018.11.014,41604129,"41325017,41604129",
articles:22211,10.3847/1538-3881/aaedc0,,,
articles:22232,10.1175/JAS-D-18-0088.1,,,
articles:22340,10.1029/2018MS001476,"7094866,201567003-23485",,
articles:22372,10.1016/j.cliser.2019.01.004,,"ANR-12-JS06-0005-01,RC-201666,DE-SC0016438",
articles:22369,10.1175/BAMS-D-17-0252.1,ACP2-GA-2012-314314,,
articles:22367,10.1175/BAMS-D-18-0219.1,,,
articles:22368,10.1175/BAMS-D-18-0247.1,,,
articles:22355,10.1016/j.jastp.2018.11.016,"NNX14AC13G,NNX15AE73G,NNX15AB83G,NNX14AK74G,NNX14AEO8G,NNX17AI39G","NNX14AC13G,NNX15AE73G,NNX15AB83G,NNX14AK74G,NNX14AE08G,NNX17AI39G","NNX14AE08G,NNX17AI39G"
articles:22371,10.1175/BAMS-D-17-0180.1,"AGS-1445832,AGS-1445813,AGS-1445831,DE-AC02-06CH11357",,
articles:22370,10.1175/BAMS-D-17-0152.1,"AGS-1361237,AGS-1441831,AGS-1547101,AGS-1546963,AGS-1546939",,
articles:22404,10.1007/s00382-018-4135-1,"GASI-IPOVAI-03,41675073,R8/H12/83/00",,
articles:22402,10.1007/s00382-018-4127-1,"2012CB956002,41075052,41375076,DE-FC02-97ER62402",,
articles:22212,10.1175/MWR-D-18-0136.1,AGS-1500187,"12-015334,1500187",
articles:22304,10.1175/JAMC-D-18-0121.1,"DE-SC0016579,DE-AC02-06CH11357",DE-SC0016579,
articles:22243,10.1175/MWR-D-18-0223.1,"AGS-1522830,AGS-1641177","AGS-1522830,AGS-1641177","AGS1522830,AGS1641177"
articles:22327,10.1175/JTECH-D-17-0165.1,"NJCAR2016MS01,GYHY 201506004,Z201603Z,SCSF201804","NJCAR2016MS01,GYHY200906016,Z201603Z,PAPD",
articles:22339,10.1029/2018MS001512,DE-AC05-76RL01830,"68928,DE-AC05-76RL01830",DEAC0576RL01830
articles:22310,10.1175/JAMC-D-17-0344.1,"AGS-128180,AGS-1661679","AGS-128180,AGS-1661679",
articles:22210,10.1175/MWR-D-18-0092.1,,N/A,
articles:22308,10.1175/JHM-D-18-0159.1,"NA14OAR4310236,NA15OAR4310091","NA15OAR4310091,NA14OAR4310236",
articles:22170,10.1038/s41561-018-0249-7,"80NSSC17K0565,1243107,DE-AC05-76RL01830",,"1243107,DEAC0576RL01830"
articles:22311,10.1029/2018GL080474,"NA13OAR4310137,OCE-1243015,1852977",NA13OAR4310137,"1852977,NA13OAR4310137,OCE1243015"
technotes:574,10.26024/c04h-fd33,,,
technotes:575,10.26024/bfdr-nz31,,,
articles:22366,10.1002/qj.3418,,,
articles:22384,10.4269/ajtmh.17-0860,NNX16A098G,,
articles:22244,10.1073/pnas.1809600115,DEB-1353896,"1144752,DEB-1353896",
articles:22278,10.1029/2018MS001372,"GC14-250a,NA14OAR4320106",GC14-250a,
articles:22088,10.1007/s41116-018-0016-2,NNX16AH02G,NNX16AH02G,NNX16AH02G
articles:22245,10.5194/acp-18-18123-2018,"NNX08H56G,NNX12AB78G,RD-83503701-0",,
articles:22234,10.1073/pnas.1813233115,"80NSSC17K0565,DE-SC0012711,1243107","80NSSC17K0565,1243107,DE-SC0012711","1243107,DESC0012711"
technotes:573,10.26024/xfmm-hj36,,,
articles:22246,10.1029/2018GL080870,"1752729,2015-67003-23489","2015‐67003‐23489,1752729",20156700323489
articles:22247,10.1029/2018GL079938,"NE/H020241/1,DE-FC03-97ER62402/A010,DE-SC0012972,2015-67003-23489,2015-67003-23485","2015‐67003‐23489,2015‐67003‐23485,DE‐FC03‐97ER62402/A010,DE‐SC0012972,NE/H020241/1",20156700323489
articles:22240,10.1029/2018GL080424,"80NSSC17K0197,AGS1261657","80NSSC17K0197,AGS1261657",
articles:22248,10.1029/2018GL079223,"NSF 1417642,NA15OAR4310167","NA15OAR4310167,1417642","1417642,NA15OAR4310167"
articles:22004,10.1016/j.scitotenv.2018.07.165,"41430424,41730108,XDB05020000,XDA05100100,SKLLQG1429,D2017402086,SLRC2017025","41430424,41730108,XDB05020000,XDA05100100,SKLLQG1429,D2017402086,SLRC2017025",
articles:22276,10.1029/2018MS001440,"NNH17AE69I,NNH13AV95I,X13AF77G","NNH17AE69I,NNH13AV95I,X13AF77G",X13AF77G
articles:22265,10.3390/s18124448,"AGS 1520825,DMS 1821145,AGS 1807199,DE-SC0018985","AGS 1520825,DMS 1821145,AGS 1807199,DE-SC0018985",
articles:22506,10.5140/JASS.2018.35.4.235,,,
articles:22233,10.5194/acp-18-17979-2018,"41605025,41675040,91637104,603557,20171015,2015M581153",,
articles:22249,10.1126/sciadv.aat9658,"AGS-1204011,OCN-1304910,IBS-R028-D1","AGS--1204011,OCN--1304910",
articles:22230,10.1127/metz/2018/0892,,,
articles:22229,10.1127/metz/2018/0955,,,
articles:21966,10.1186/s12936-018-2477-0,,,
articles:22188,10.5194/gmd-11-5027-2018,"NE/P011926/1,16-17-10039,18-05-60216,727862,200021E-160667,641816,16H06291,1543268",,
articles:22277,10.1029/2018JA026055,"41704157,41774161,41621063,2016 M601120,HSR NNX17AG10G,AGS-1343106/1705448,OPP-1543373/1705450,AGS-1753214","2016 M601120,41621063,41774161,41704157",
articles:22313,10.3390/rs10121994,"91647104,41671335,69-3A75-17-54,2017H1440B",,
articles:22405,10.1007/s40641-018-0110-5,"DE-FC02-97ER62402,NNX13AG91G,NNX15AD13G","Cooperative Agreement DE-FC02-97ER62402,Research Fellowship Scheme,NNX13AG91G,NNX15AD13G",
articles:22193,10.1088/1748-9326/aaeae7,"ERC-SyG-610028 IMBALANCE-P,ES1308,701329,DE-SC-0011806,2015-67003-23485,NNX17AK19G,DEB 1637686,P28572,647204","701329,award number NNX17AK19G,grant DEB 1637686,ERC-SyG-610028 IMBALANCE-P,project no P28572,ClimMani COST Action ES 1308,PhD fellowship to Kevin Van Sundert,grant number 1500216N,postdoctoral fellowship to Sara Vic",
articles:22189,10.5194/acp-18-17387-2018,"2016YFC0202102,41875014,41575141,41675052",,
articles:22190,10.5194/gmd-11-4909-2018,"250573,248834,244074,654109",,
articles:22191,10.5194/essd-10-2141-2018,,,
articles:21710,10.1039/C7PP00374A,,,
articles:22196,10.1039/C7PP00407A,,,
articles:22192,10.5194/gmd-11-4817-2018,"DE-SC0006693,DE-SC0006178,DE-SC0006643,DE-FG02-07ER64460,DE-SC0006856,DE-SC0005783,DE-SC0005522,PLR-1107788,PLR-1417818,ARC1023369,NNX14AM02G","DE-SC0006693, DE-SC0006178, DE-SC0006643, DE-FG02-07ER64460, DE-SC0006856, DE-SC0005783, and DE-SC0005522,PLR-1107788, PLR-1417818, and ARC1023369,NNX14AM02G",
articles:22209,10.1021/acs.est.8b03861,"NNX15AT85G,NNX15AT97G,NNX14AP46G,NNX16AD96G,1524860","NNX14AP46G,NNX15AT97G,NNX15AT88G,NNX15AT85G,NNX16AD96G,AGS-1524860",NNX16AD96G
articles:22274,10.1029/2018JA025733,"41774152,41704150,41675155,41621063,2017258","2017258,41621063,41675155,41704150,41774152",
articles:22273,10.1029/2018JD029635,,,
articles:22450,10.1093/mnras/sty3290,"000000000003010-V101,000000000004254-V101,CONACyT-180148",,
articles:22142,10.3390/atmos9120462,"NNX12AQ87G,EMW-2015-FP-00888","NNX12AQ87G,EMW-2015-FP-00888",EMW2015FP00888
articles:22117,10.1175/JAS-D-18-0031.1,DE-SC0016476,DE-SC0016476,DESC0016476
articles:22150,10.1175/JCLI-D-18-0238.1,1624740,1624740,
articles:22084,10.1016/j.jcp.2018.08.005,EP/L016516/1,EP/L016516/1,
articles:22020,10.1016/j.atmosres.2018.07.015,"443029/2014-8,204726/2014-0,2014/04372-2","443029/2014-8,204726/2014-0,2014/04372-2",
articles:22194,10.1002/env.2523,AGS-1419558,AGS-1419558,
articles:22149,10.1016/j.rser.2018.09.022,,,
articles:22148,10.1016/j.spasta.2018.08.006,1406536,1406536,
articles:22151,10.1016/j.envsci.2018.01.004,,,
articles:22123,10.1175/JCLI-D-17-0240.1,"NE/K007483/1,NE/K006038/1,229778,S-12-3,JP15H01728,JP15K12190,NE/K500872/1,229771,207711/E10,nn2345k,ns2345k","NE/K007483/1,NE/K006038/1,NE/K007483/1,229778,JP15H01728,JP15K12190,NE/K500872/1,229771,207711/E10,nn2345k,ns2345k",
articles:22266,10.1002/pra2.2018.14505501037,,,
articles:22264,10.1175/BAMS-D-17-0310.1,,,
articles:22217,10.1007/s10584-018-2317-9,339390,"IS150011,339390",
articles:22314,10.1002/lom3.10285,"AB133C-11-CQ-0050,1419987","1419987,Contract AB133C-11-CQ-0050",
articles:22124,10.1175/JAS-D-18-0070.1,"NA14OAR4830172,NA16NWS4680025",NA14OAR4830172,
articles:22275,10.1029/2018JA025990,NNX14AN52G,,
articles:22125,10.1175/MWR-D-17-0198.1,,,
articles:22117,10.1175/JAS-D-18-0031.1,DE-SC0016476,DE-SC0016476,DESC0016476
articles:22122,10.1175/JCLI-D-17-0880.1,"NA15NWS4680007,NA16OAR4310080,N00014-18-1-2216","NA15NWS4680007,NA16OAR4310080,N00014-18-1-2216,10KS0334PHD",
articles:22235,10.1175/JAMC-D-18-0116.1,AGS-1432930,AGS-1432930,
articles:22312,10.3390/rs10122038,"776186,4808",,
articles:22098,10.1007/s11207-018-1364-8,NNG09FA40C,NNG09FA40C,
articles:22172,10.1126/science.aat1211,"14-CMS14-0054,14-OCO2_14-0007,11-OCO211-0024,0846358",,
articles:22169,10.1038/s41561-018-0261-y,"1615147,0807585",,
articles:22097,10.1038/s41558-018-0286-7,"GA 727862,GA 641727,1603361",,
articles:22174,10.5194/acp-18-16863-2018,"NNX15AU17G,NNX12AB78G",,
articles:22173,10.5194/acp-18-16915-2018,"AGS 12-13311,NRF-2017M3D8A1092022,KMA2018-00222",AGS 12-13311,
articles:22171,10.1088/1748-9326/aae9f9,DE-FC02-97ER62402,,
articles:22175,10.5194/acp-18-16809-2018,"NNX15AJ23G,NNX15AG57A,NNX15AG58A,NNX15AG71A",,NNX15AG71A
articles:22236,10.1029/2018GL078926,"DE-AC52-07NA27344,DE-SC0012711","DE‐ SC0012711,DE‐AC52‐07NA27344",DESC0012711
articles:22259,10.1029/2018EF000984,DE-AC36-08GO28308,DE‐AC36‐08GO28308,DEAC3608GO28308
articles:22238,10.1029/2018GL079901,"GBMF3269,AGS-1321745,AGS-1553715,DE-SC0012152","AGS‐1321745,AGS‐1553715,DE‐SC0012152,GBMF3269",
articles:22237,10.1029/2018GL079451,"NA14OAR4830101,EAR-1520683,AGS-1262099,02085(7)","Award NA14OAR4830101,NA14OAR4830101,02085(7),EAR‐1520683,AGS‐1262099",
articles:22184,10.1029/2018JD029358,"1433358,1360745,1360834,1456249,NNX15AT96G","AC4,1433358,1456249,1360834,1360745,1360745,1360834,1456249,NNX15AT96G",
articles:22216,10.1029/2018JD028786,"FP-91780601-0,AGS-1360745,NNX15AT96G,AGS-1360834","NNX15AT96G,AGS‐1360745,AGS‐1360834,FP‐91780601‐0",
articles:22255,10.1029/2017JD028231,AGS1261657,AGS1261657,
articles:22215,10.1029/2018JD028776,"NE/N006038/1,NE/N006054/1,DE-AC06-76RLO 1830,1539972",1539972,
articles:22326,10.1038/s41550-018-0629-3,"NNX14AI14G,NNG09FA40C,NNM07AB07C,NNG04EA00C,4101946323,8100002705,SP02H1701R,291058,8100002705,170935/V30",,
articles:22220,10.1029/2018JA025771,"NNX14AD46G,NNX14AE08G,NNX17AI39G,80NSSC17K0719,FA9550-16-1-0059,FA9559-16-1-0364,FA9559-17-1-0248","FA9559‐17‐1‐0248,FA9559‐16‐1‐0364,FA9550‐16‐1‐0059,80NSSC17K0719,NNX17AI39G,NNX14AE08G,NNX14AD46G","80NSSC17K0719,NNX14AE08G,NNX17AI39G"
books:678,10.1016/B978-0-12-814334-6.00008-X,,,
articles:22152,10.5194/angeo-36-1545-2018,"SPP 1788,X13AF77G",,X13AF77G
